is_lesson,paragraph
0,"Further action or follow-up. MARD needs to monitor the budget for annual O&M fund allocation for pumping stations, SCADA facilities, and progress toward the full use of WRU new campus. In addition, since this project is the latest among several ADB-supported investments in the water resources sector in the Red River Delta, it would be worthwhile to assess the benefits, sustainability, and impact of this investment type as part of a wider sector assistance program evaluation."
0,"Another significant change to the project design vis-à-vis this output occurred about mid- way through implementation. Prior to the Mid-term review mission (December 2010) ADB 9 During 2000–2008, AusAID assisted in developing and implementing the Agriculture Quality Improvement Program (AQIP) which developed several seed production centers that were successful in developing high-yielding rice seeds suitable for Cambodia. Subsequently, the AQIP Seed Company was incorporated as a registered commercial entity. This entity was largely owned by the private sector, with some ownership maintained by research institutes. The company had developed a commercially viable business for the production and distribution of high-quality rice seeds. Regional production centers had been established which provided cleaned, tested, and packaged rice seeds to farmers, dealers, government, and nongovernment agencies. Under the project original design, procurement of the rice seeds was to be serviced almost entirely by the AQIP Seed Company following direct contracting procedures, along with provision for direct procurement of rice seeds from local seed producers’ associations. agreed in a minor change of scope10 to RGC’s request to support existing Ministry of Agriculture, Forests and Fisheries research stations (i.e., Toul Samroang Rice Seed Farm and Kbal Koh Vegetable Research Station) in the supply of quality rice and vegetable seeds to smallholders. At the same time, MAFF (through the Directorate General of Agriculture) also intended to contract with Farmer Associations/Farmer Groups to supply seed to meet the original targets. This clearly had the desirable effect of more closely linking the domestic production of improved seeds (including by farmers who would thereby receive and income from sales) with their more widespread use by smallholders. The inclusion of a quality seed production activity within the output 2 scope allowed a new performance target of ‘1,350 tons of rice seed, and 46 tons of vegetable and other crop seeds are to be produced through Quality Seed Production’ to be introduced to the DMF, and also the numbers of farmers to eventually be targeted by seeds supply from research stations and Farmer Associations/farmer Groups and extension services  to rise by the end of the project period (to 70,000 households, from 50,000 originally)."
0,"The post-project economic and financial analyses were prepared to reevaluate expected economic and financial returns, based on real costs, and to compare them with the returns projected during project appraisal. Reevaluation, which was based on the methodology accepted during appraisal, allows for a comparison of projected indicators with the indicators after project completion."
0,"Under the home gardening training to individual poor, SHGs and farmer organizations, a total of 1,083 village-based demonstration plots were identified and established, and 1,700 training sessions (e.g. on land preparation, seed selection, germination, planting, watering, fertilizer/manure application, weeding, integrated pest management, post-harvesting management, storage, etc.) were provided. Home gardening input distribution was completed for 4,221 households, and 3,863 follow-up support visits were provided to beneficiaries after the distribution of the vegetable seeds. Also, 808 field days were organized for home gardening. The required vegetable and other crop seeds as home gardening inputs were met through the quality seed production activity of the project (under Output 2)."
0,"The monitoring and reporting requirements in relation to the implementation of the projects under the facility followed those specified in the implementation framework of the FFA (Schedule 3, Section E). The project performance monitoring system was put in place by TRANSCO and the DISCOMs, and quarterly and annual progress reports were prepared and submitted to ADB. This included annual loan commitment and disbursements projections for the six loan agreements. The safeguard reports were submitted from 2012 (para. 27). Annual audits of the projects’ accounts were completed and submitted to ADB in a timely manner. ADB conducted midterm reviews of each project and participated in the annual tripartite review missions chaired by India’s Department of Economic Affairs."
1,"Policy-based loans have significant potential in the People’s Republic of China. The successful implementation of the first PBL justified that PBL is a rational modality to engage the PRC government pushing forward their sectoral reforms. ADB should consider offering additional PBLs in the PRC. Subsequent loans might target other areas including the rural vitalization, education, livable and healthy city development in the BTH region or other provinces, or they might target environment reform in other provinces or regions."
0,"The investment program is being funded through three tranches. The Asian Development Bank (ADB) approved the first tranche (project 1) on 22 December 2008. 2 Its components included (i) improvements to 211 km of national roads that were part of the priority corridors identified in the National Transport Development Plan, 2006–2010;3 (ii) support to the Department of Works (DOW) for (a) design, preparation of bid documents, and procurement for 211 km of roads, (b) preparation of investment proposals for subsequent projects and tranches for ADB approval, and (c) design, preparation of bid documents, and procurement support for subsequent projects and tranches; (iii) support to the National Roads Authority (NRA) for (a) preparation of bid documents and procurement support for the maintenance of 2,500 km of the HCRN, and (b) implementation of policies to improve road maintenance financing through road user charges, road damage charges, a tax credit scheme, and other means; (iv) consulting services to the DOW and the NRA for the supervision of (a) road improvement contracts for 211 km of roads, and (b) long-term maintenance contracts for these 211 km of roads and an additional 360 km of roads that are already in a maintainable condition; (v) consulting services for capacity development and improving road transport services; and (vi) a socioeconomic monitoring study. Project 1 also included technical assistance (TA) to the Department of Transport to help prepare an update of the National Transport Development Plan, 2011–2020.4 In May 2014, ADB approved a minor change in implementation arrangements to engage the National Road Safety Council (NRSC) to undertake road safety awareness programs and road accident surveys."
0,"During implementation, SEPMU took overall responsibility for executing and supervising EMP implementation. For each civil works contract, the contractors prepared site-specified EMPs (SEMPs), which the VEC and ADB approved before construction. The VEC established a grievance redress mechanism. The PSCs conducted regular site inspections along the expressway alignment, off-site borrow, spoils, and disposal areas, as well as construction camps and plants. ADB missions were also involved in supervising environment impacts. The VEC took quick action if any noncompliance was found, conducted several workshops on compliance with environment safeguards, and collected environment data semiannually, which it compared with 2005 baselines.20 No critical complaints about the environment and safety were received during implementation. The monitoring and analysis results concluded that (i) the contractors had generally implemented the environment measures; and (ii) the VEC, with assistance from the PSC, properly implemented the EMP and complied with ADB’s environment safeguard policy. The VEC submitted environmental monitoring reports to ADB regularly and 24 environmental monitoring reports are disclosed on the ADB website.21"
1,"The capacity, willingness, and time required to undertake sector reforms needs to be assessed realistically. Given the scale and scope of some reforms envisaged by the project, it may have made more sense to include them under a separate policy component of the loan. In addition, the project possibly missed an opportunity to embed the project concept in the government’s policy framework, which was evolving during the time of project design."
1,"Engaging the water utility in investment planning resulted in efficient alignment and allocation of resources. In the future (under the lease contract), these functions will again be separated, with the SCWE to undertake investment planning, and the mechanism will need to be established with the lessee to ensure investment is aligned with customer service, target deliverables, and performance indicators."
0,"In the economic analysis at appraisal, the 89 new CECs (29 CECs in Nepal, 30 each in Bangladesh and Bhutan), and the existing 160 CECs and 20 District centers in Bhutan that were assisted by the project, as well as the existing 25 CECs in India nominated for participating in the Project, were expected to generate two types of economic benefit: (i) agricultural productivity increase, and (ii) CEC employment creation. Those CECs were all designed to be connected to the SASECRN through which internet would become more accessible to rural and remote populations in SASEC."
0,"Eleven resettlement plans were prepared during the feasibility study stage for the WRU extended campus and the ten pumping stations of Bac Ninh, Hung Yen, and Hai Duong. The resettlement plans were updated during project implementation following the detailed measurement survey (DMS). From 2011 to 2016, eleven updated resettlement plans were prepared and approved for the respective components (Table A8.1). Table A8.1: Social Safeguards Documents Prepared for the Project Source: Central Project Office. 2018. Borrower’s Project Completion Report."
0,"ADB’s performance was satisfactory. After the discontinuation of original executing agency, ADB conducted close dialogue with the government and cofinancier on remedial measures to continue and complete the project. With joint efforts by ADB and other stakeholders, a new executing agency and an NFE national policy framework were established within two years and the project resumed."
0,"Disbursement was low in the first year. Although the program became effective in January 2011, documents authorizing expenditures were approved in March 2012. The MOH requested an initial advance of $0.9 million ($0.3 million under the loan and $0.6 million under the grant) in July 2011. In August 2012, ADB processed an increase in the advance fund ceiling to $3.1 million ($2.0 million for the loan and $1.1 million for the grant) in anticipation of accelerated project implementation. The use of the advance fund procedure had a positive impact, supporting the cash flow requirement of the MOH and the 17 project implementation units (PIUs). Yearly disbursements against original projections are in Appendix 9. The gap between the original disbursement projections and the actual disbursements was not significant despite the start-up delays and slow turnover of withdrawal applications. The MOH and the project management unit (PMU) mitigated this efficiently through sound budgeting and planning of annual disbursement projections."
0,the increased training of women in CDC surveillance and response with all female surveillance and response staff trained at all levels and at least 70% of female laboratory staff trained;
1,"Timing of the project performance evaluation report. Given some private vocational colleges have not completed equipment procurement, the report can be prepared around 2020. a Government of Viet Nam, General Statistics Office (GSO). 2011. Quarterly Labor and Employment Survey. Ha Noi; GSO. 2012. Report on the 2011 Viet Nam Labor Force Survey. Ha Noi. f National skills standards for 15 occupational programs had been issued as follows: Decision No. 1305 issued by MOT, 21 Jun 2011, for automotive technology, exploitation of marine machinery and ship control; Decision No. 4837 issued by MoIT, 22 Sep 2011, for computer network administration, computer programming, database administration, industrial electronics, electrical installation techniques and industrial control, industrial electricity, mechatronics, operation repair of refrigeration equipment and welding; Circular No. 01/2014/TT issued by the Ministry of Culture, Sports and Tourism, 15 Jan 2014, for food processing and hotel management [culinary]; Decision No. 3316 issued by MIT, 14 June 2012, for metal cutting."
0,"Overall the project is rated successful. The project was relevant to both the government’s development objectives and ADB’s CPS. The project was designed appropriately and implemented with some changes in scope to meet actual needs. The project was rated effective in achieving its outcomes. The project’s outputs and outcomes demonstrate that it was an effective intervention for business-led, pro-poor, and sustainable economic growth in the project areas, as well as enhancing the VEC’s capacity in expressway development and management. The project was rated efficient in achieving its outcomes and outputs. The recalculated EIRR was robust and indicated that the project would be continuously economically viable. The recalculated FIRR also confirmed that the project was financially viable. At completion, the project expressway had substantially improved connectivity, supported fast socioeconomic development, and brought and will bring significant socioeconomic benefits in the project areas. The project was rated likely sustainable, considering the institutional and financial arrangements for expressway O&M, fast growth in traffic, and its socioeconomic impacts. Source: Asian Development Bank."
0,"The overall performance of the borrower and the executing agency is rated satisfactory. The borrower of the ADB loan was the Socialist Republic of Viet Nam and the executing agency was the VEC. The related government agencies, mainly the Ministry of Finance (MOF) and the Ministry of Transport, actively participated in (i) coordinating and supervising project implementation and (ii) coordinating among ADB, JICA, and the related government line agencies. The VEC made adequate institutional arrangements for project implementation. SEPMU was fully staffed with the expertise required for the project and the VEC delegated adequate technical and administrative authority to SEPMU for expeditious and field-level decisions. The VEC and local governments provided counterpart funding ($156.3 million equivalent) for the project. Project implementation complied with most of the loan and project covenants. The VEC, assisted by the consultants, implemented all aspects of project management. During implementation, the VEC adopted the financial management system developed with ADB assistance and established a project-specific webpage to disclose project information to the public.32 The project was one of the first expressway projects with an ADB cofinanced loan managed by the VEC, and during project implementation, the VEC substantially increased its capacity to design and implement large and complex expressway projects. Upon completion, the project expressway O&M was well arranged. However, project implementation experienced substantial delays and a prolonged period to liquidate the loan advance."
0,"on average, target households produced more rice than per capita consumption needs, and household level production had risen by around 350 kg (i.e., based on average yield increase of 500 kg and average farm size of 0.7 ha for target beneficiaries)"
0,"Economic corridor development. The objective of the road corridor improvement is to facilitate regional cooperation, promote socioeconomic development, and ultimately turn the transport corridor into an economic corridor. ADB may design and conduct a special study on economic corridor development of the Bishkek–Torugart road corridor (or of an extended corridor to Kashgar in the PRC). A set of government interventions can be proposed to adequately use the road and border infrastructure to facilitate and accelerate economic corridor development, such as investing in related industrial and agriculture projects, establishing local markets and trade centers, promoting logistical and public transport services, implementing poverty alleviation programs, and improving cross-border trade facilitation."
0,"The project promoted education programs and other public awareness of project benefits, social acceptance of user fees and tariffs for wastewater, public hygiene, and management of waste disposal. The MWM and SWM subprojects were also used as environmental education case studies, mostly for primary and middle school students."
0,"The involuntary resettlement for the project was category A. The Vietnam Expressway Corporation (VEC), together with the local officials of Ho Chi Minh City (HCMC) and Dong Nai Province, prepared a full resettlement plan (RP) based on the socioeconomic and inventory of losses surveys, which was updated based on detailed design. The initial resettlement plan for the whole section was prepared in May 2008. Following completion of detailed measurement survey (DMS), updated RPs were prepared between 2009 and 2010 for each affected district (except for the first 4 km). A draft RP for the first 4 km section, in HCMC (Districts 2 and 9), was submitted to ADB in November 2010. The draft RP was based on preliminary design, preliminary inventory of losses, socioeconomic surveys and results of consultation meetings. ADB required the updated RP to be based on DMS data. Payment started in December 2012 in both districts without preparation of an updated RP. Since payments were already made without preparation of an updated RP, due diligence reports (DDRs) were prepared instead of updated RPs to review compliance with project resettlement policy (one DDR for District 2 and two DDRs for District 9). DDRs include a corrective action plan. For District 9, non-compliance was found for the following items:"
0,"Wilson Pvt. Ltd., India in association with Ayoleeza Consultants Pvt. Ltd., India QCBS	08/04/2011	₹	231,290,000	396,369,522 $	1,000,000	6,023,142 QCBS	15/04/2011	₹.	163,573,800	320,520,598 $	750,000	4,751,501 ADB = Asian Development Bank, ICB = international competitive bidding, QCBS = quality- and cost-based selection, ₹ = Indian rupee, $ = United States Dollar Source: Madhya Pradesh Road Development Corporation; The ADB loan financial information system. Source: The ADB project completion review mission."
1,"Financial management. In projects that will be characterized by a complex flow of funds, enough detail should be included in the project administration manual, or its equivalent, to ensure the modalities, expenditure recognition, and reporting arrangements and formats are clearly defined at all levels to facilitate project implementation and administration."
1,A detailed international comparison of MSME promotion at an earlier stage could have resulted in a more tailored institutional model for Maldives to ensure the financial and operational strength of BDSCs.
0,"BT's accounts receivables should be maintained at a level that does not exceed the  equivalent of the aggregate amount of three months billing, to reduce its accounts receivable.  Future covenants should require that BT charge a more realistic interest rate on its overdue  accounts, at least equal to local commercial interest rates or the inflation rate so that customers  will have less incentive to delay payment.  In order to improve collection efficiency, deter non- payment, and ensure the sustainability of BT operations, the government should issue such laws 48 Recently, the World Bank ($225 million), Asian Infrastructure Investment Bank ($60 million), Eurasian Development Bank ($40 million) and other sources ($24 million) have approved financing for the phase I of NHEPP. With these  funds, the government will (i) rehabilitate 3 generating units and replace 6 autotransformers; (ii) enhance dam safety  including a special focus on the protection against seismic hazards and floods; and (iii) strengthen the institutional  capacity of BT and improve its operational and financial performance. Source:   http://www.worldbank.org/en/news/press-release/2017/05/03/world-bank-supports-energy-security-in-tajikistan and regulations as to ensure that BT has adequate legal powers and enforcement mechanisms  to effectively collect electricity charges and service fees and to penalize defaulters, including  through the imposition of interest on outstanding amounts and other appropriate surcharges and  reimbursement of costs of recovery."
0,Power supply upgrade for Regional Network server room for NMS and DITT server room
0,Is the referenced poverty line the food poverty line or basic needs poverty?
1,"Timing of the project performance evaluation report. This report is not considered necessary soon as the ongoing assessment of the DISCOs’ performance associated with the implementation of current and subsequent projects, and the appraisal of planned new loans should suffice."
0,"The increase in crop areas and yields is calculated from the additional water supplies available during Kharif period enhanced 120 days flows with the upgraded LBDC and distribution system, and existing flows conveyance efficiency improvements throughout the year. This is estimated at 550 MCM. Of this, around 280 MCM will be available for crop use. The farmers take advantage in two ways; (i) increase the crop area where annual crop water requirement is met; and (ii) utilize balance water in increasing yields. Given the volume of additional water, timing of availability and cropping season, it is estimated that nearly 60% will fully meet annual crop water use, resulting in new crop area added. Rice, cotton and autumn maize will benefit the most utilizing 73, 40, and 31 MCM followed by wheat 13.8 MCM. Potatoes and Kharif fodder areas will be increased by utilizing about 4.6 and 4.3 MCM respectively. The application of balance water, 2% of the annual crop use, results in yield increase."
0,"In order to strengthen the safety net programs, which aim to improve the immediate food security of about 500,000 poor and vulnerable people adversely affected by high food, fuel, and agricultural input prices, the Asian Development Bank (ADB) approved the Emergency Food Assistance Project (the project) on 2 October 2008 with grant funding of $17.5 million from the Asian Development Fund (ADF) and ADF loan financing equivalent to $17.5 million (SDR11.126 million).1 The project’s expected impact was reduced vulnerability of food-insecure households in target provinces of Cambodia,2 and its expected outcome was improved access to sufficient food and production inputs by food-poor Cambodians in those provinces. The project outputs were:"
1,"Excessive administrative time and cost were spent to complete the procurements, particularly consultant and NGO selection under the investment lending modality. It is important to avoid selecting and managing a large number of consultants and NGOs beyond the administrative capacity of the executing agency and ADB. At the design stage, the number and size of the NGOs need to be carefully decided based on the capacity and quality of service delivery."
0,"Food and Agriculture Organization. 2007. Modernizing Irrigation Management – The MASSCOTE Approach. 16	First year bachelor-of-science students who were enrolled in 2018 totaled 3,600 and the number of master students totaled 950 (2016 targets were 4,108 bachelor’s students and 840 master’s students)"
0,"Overall, the project is rated successful. Its project design was deemed relevant to meeting the development objective of constructing critical sections of the southern east–west highway in order to facilitate industrial development and integrate the southern areas of Bhutan more effectively with primary markets in India. The project is rated effective in achieving the envisaged major outcome, contributing significantly to the east–west highway corridor. The use of the project roads substantially improved connectivity and mobility, and the project has supported and promoted rapid development. The project has notable socioeconomic impacts upon the local people, especially the poor. The economic reevaluation has shown the project to be economically viable and the project is rated efficient. The project is rated as less than likely sustainable as a funding gap for maintenance remains. ADB = Asian Development Bank. Source: Asian Development Bank."
1,"Covenants. Although most covenants appear appropriate, the loan delinquency covenant (i.e., loan delinquency ratio not exceeding 5% of gross loans) could have been more strongly defined to ensure that bad loans were recognized and action taken in a timely manner. 26 Considering that between 2016 and 2019, the CBU raised the minimum requirements for capital adequacy, future loans should establish capital adequacy ratio covenants in line with CBU requirements."
0,"The implementation and operation of the project has provided a large amount of working opportunities for the local people. During project implementation, a large amount of unskilled laborers were used in the construction activities, which included substantial local laborers. Currently, the project expressway is operated by VEC-E. Around 340 VEC-E staff are now working on the management, operation and maintenance of the project expressway. Among which, about 150 staff are local, including a substantial amount of female toll collectors and around 90 staff who lost land due to the project. Currently, the project expressway has installed two service areas along the project expressway. The service areas have just started operation with a limited service including fuel stations and toilets. As a general practice, the service areas will provide more services as traffic increases, such as, restaurants, shops, and garages, hotels, etc., which will provide more working opportunities for the local people."
1,Timing of the project performance evaluation report. The project performance evaluation report should take place in 2021 after CC1 and Vinatex have completed their 2020 entity-level financial statements and tranche 2 has used its full-time allocation to achieve the output indicators. Table 3: Project Cost at Appraisal and Completion by Financier ($ million) Table 4.2: Annual and Cumulative Disbursement of ADB Loan Proceeds ($ million) Table 4.3: Annual and Cumulative Disbursement of ADB Loan Proceeds ($ million) Table 4.4: Annual and Cumulative Disbursement of ADB Loan Proceeds - MFF ($ million) ($ million) Table 5.2: Annual and Cumulative Contract Awards of ADB Loan Proceeds ($ million) Table 5.3: Annual and Cumulative Contract Awards of ADB Loan Proceeds ($ million) Table 5.4: Annual and Cumulative Contract Awards of ADB Loan Proceeds - MFF ($ million)
0,"The actual project cost at completion was $55.5 million (76.6%), compared to $72.5 million estimated at project appraisal. ADB’s financing amounted to $49.9 million or 68.9% of the appraisal estimate ($72.5 million), including $0.6 million of interest charge, which is lower than the $1.3 million estimated at appraisal because of slow disbursement of loan funds during the early stages of project implementation. The loan savings for the ADB-financed portion of $8.1 million resulted from lower-than-estimated bid prices received for civil works, mechanical 18 Government of Uzbekistan. 2015. Presidential Resolution No. 306: On measures to implement the main directions of development of the organizations of water supply and sanitation. Tashkent. 20 These improvement actions include (i) managing and monitoring the development and modernization program, (ii) building Suvokava management capacity, (iii) upgrading Suvokavas’ physical infrastructure, (iv) improving tariff policy and accounting systems, (v) strengthening personnel and human resources, (vi) integrating information and communication technologies, (vii) connecting commercial consumers, and (viii) implementing public awareness activities. equipment, consulting services, and low interest charges because of slow disbursement. The government financed $5.6 million, or 38.6% of the appraisal estimate, including $3.5 million as exemptions from taxes and duties. The project cost estimated at appraisal and the actual costs are shown in the Basic Data and in Appendix 2."
1,"The Asian Development Bank should provide more hands-on gender supervision and support for programs, including field visits and participation in training activities. Table A9.1 Summary of Consulting Services (Firm; in person-months)"
1,"Covenants. The quality of the financial covenants in the project agreements signed with PFIs is not optimal and needs improvement. The existing covenant on the maximum NPL ratio does not relate the level of NPLs to capital. The introduction of a new covenant of net NPLs to capital would address this drawback as it would (i) ensure the PFI maintains adequate levels of provisions against NPLs relative to its equity; and (ii) prevent a deterioration in asset quality, leading to an impairment of capital. Other improvements would be a revision of the definition of NPLs by adding restructured loans21 in the ratio definition. Reports on PFIs’ financial performance and compliance with ADB covenants should be prepared on a consolidated basis to address deficiencies in the project agreements currently signed with PFIs— the current project agreement with TSB stipulates the submission of the financial statements on an unconsolidated basis despite TSB’s significant investments in subsidiaries and associates."
0,"In a rapidly developing economic environment, such as in Cambodia, baseline conditions  on energy use, energy prices, and access to energy can be expected to change rapidly, and  therefore project appraisal should reflect these changes while developing baselines. For example,  the cookstove activity suffered in relevance, effectiveness and sustainability since during the  period between the project design and the start of project implementation, access to improved  fuels such as liquefied petroleum gas in small canisters, alternate livelihoods, and access to  competitive products from neighboring provinces led to a lower than projected interest in the  production of ICS within the project area."
0,"BT has an environmental and social monitoring unit to carry out annual benefit monitoring  and evaluation of the project in accordance with ADB's guidelines. As required under the grant  agreement, all reports were submitted to ADB during project implementation, but with some  delays. These activities need more attention."
0,"There are inherent risks for early-mover projects in new technology areas when the  complementary policies and regulations have not yet been well formed. This project is a case in  point, as IGCC technology did not have a specific tariff in the PRC. Nonetheless, the project team  worked diligently to seek a higher tariff, up to the value of the natural-gas-plant-based tariff, which  augurs well for future IGCC plants. Similarly, cost estimation for a new technology being used for  the first time in a new setting is always challenging. The dilemma is that if the cost estimates are  too conservative, the plant costs may increase so much that the plant construction will be at risk.  The overall financial strength of the project sponsors for projects that may require a significant,  unanticipated amount of counterpart financing is important. This was demonstrated in the ability  to mobilize additional equity and domestic loans needed to finance unanticipated cost overruns."
0,"Covenants. The covenant in the loan agreement (Schedule 5, para. 7) to ensure adequate water level in the BHH area for proper functioning of the scheme should be maintained. This covenant requires establishing a legal framework for water sharing, water rights, and river basin management, including the agreements between ministries and agencies which provide inter-reservoir operation rules to optimize the use of water resources and achieve a 1.85-meter water level in the Red River at the Xuan Quan Intake."
0,"Traffic on the project road is increasing, in line with rapid socioeconomic and trade development. Average daily traffic on the project road increased from 81 vehicles in 2011 to 123 vehicles in 2013 and 130 vehicles in 2016. Most freight vehicles are large or medium-sized trucks for goods transported from Bishkek to the Kyrgyz–PRC border. Passenger vehicles are mainly for local people to commute between villages to the border area, while international travel is also increasing. Along with the rapidly growing economic and social linkages between the Kyrgyz Republic and the PRC, cross-border traffic will likely continue to increase, and at an accelerated pace. The improved road enables vehicles to travel at an average speed of 80–90 km per hour, reducing travel cost and time by more than 50% compared with the situation prior to the project, which has facilitated growth in transport demand and generated more traffic."
0,"391 (43.1%) women out of 908 participants participated in conferences and information- sharing sessions on CDC to support the development, promulgation, introduction and dissemination of legal texts and documents as well as technical guidelines. Examples of these legal documents are (a) Development of circulars guiding the implementation of some articles of the Government's Decree on vaccination activities; (b) Updating of the circular on the practice of ensuring biosafety in laboratories; and (c) Contribution to the development of Circular No. 54/2015/TT-BYT guiding the regime of information, reporting and declaration of infectious diseases and epidemic, etc. The participation in these activities has created a sense of empowerment for those women involved."
0,"ADB provided a project preparatory TA to study lessons of previous projects, identify project risks, and propose and incorporate related measures in the project. 5 The TA was satisfactory and enabled the project design and formulation to include the special features of (i) environment consideration and appropriate technologies in design and construction, and (ii) community participation in alignment selection. The financing modality (grant) for the project was appropriate, because it was a stand-alone investment with pre-identified outputs in specific areas which were to be delivered within a standard timeframe for road projects."
0,Improving availability of loan guarantee scheme to women entrepreneurs and MSMEs;
1,"Timing of the project performance evaluation report. It is recommended that the project performance evaluation report be prepared after two years, as some of the project towns will be soon receiving additional support from the ongoing sector project being implemented by the same agency. This support is expected to improve the sustainability and operational efficiency of the WUSC of these towns."
0,"The additional financing became effective 1 month after the closure of the project loan. The implementation was slowed in 2013 due to the conduct of national election and severe flooding later of the year. The additional financing was extended twice from 1 July 2015 to 31 March 2016 to finalize some slightly delayed and unanticipated activities.27 These included (i) completing inputs distribution and capacity building for the livelihood activities; (ii) completing the pro-poor, pro-women, and pro-environment activities under a revised approach; (iii) training and equipping district and commune authorities in food security, nutrition, and disaster management data collection and information management; (iv) completing additional CFW and laterite surfacing using the contingency and cash collected from the subsidized sales and livelihood activities; and (v) transforming the SHGs into agricultural cooperatives with a new legal basis, (vi) consolidate expenditures incurred and liquidate advances, and (vii) prepare the project completion report for the project and additional financing."
0,"The design was overambitious given the fragile and recently post-conflict environment in Timor-Leste when the project was prepared, the institutional capacity of the key agencies, DNSA and Directorate of the Ministry of Public Works (MPW), the behavioral change required of consumers, and the timelines required for procurement and implementation.6 DNSA’s institutional capacity was assessed during project preparation, with measures identified to improve planning, monitoring, operating systems, and service delivery. The support to be provided during the technical assistance for the Dili Water Supply Performance Improvement aimed to enhance DNSA’s capacity.7"
1,"The linkage between vocational colleges and enterprises has been developed in different ways to facilitate the multi-partnership between vocational colleges and enterprise. For example, provide scholarships to female students, on-the-job training for vocational college students; training for TVET teachers on innovations and technology; upgrading of school classrooms, equipment and machinery; participation in the school's Board and/ or its committees; and hiring of the vocational colleges’ graduates."
0,"A project performance audit report (PPAR) may be prepared within the next 2 years to  assess the long-term impacts of the Project. But before the PPAR mission is fielded, ADB  should require the Government to continue monitoring performance of project roads and  reporting project benefits."
0,"Additional assistance is not required to complete any project components or to improve  the project's performance and sustainability. However, as BT does not have any legal recourse  to prosecute parties for the theft of electricity, new legislation within the national criminal code is  needed to cover electricity theft, penalties for overdue payments, and prohibition of barter  payments. Thus, ADB may consider providing technical assistance on this subject. e. Timing of the project performance evaluation report"
0,"The project preparatory phase included social, poverty and gender analysis to design gender mainstreaming activities. A socio-economic survey including gender-specific parameters was conducted for 1,650 sample households in three ULBs, and baseline data from primary and secondary sources was collected and collated. 1 Focus group discussions and structured interviews with women, FHH, in slums and low-income households were conducted to include specific concerns of vulnerable population. It was assessed that the existing basic services were of poor quality, and there was a wide gap in access to the basic services particularly for the poor and in slums. Further, the complex ecological factors, long spells of dry season with drought-like conditions resulting in migration further exacerbated the condition of women. The following gender issues were identified pre-project through the socio-economic and poverty assessment:"
1,"Although the PPMS was satisfactorily implemented and provided data for 2014–2017, as required by the DMF, its usage was limited in terms of data collected for measuring the economic benefits of the project. Collected data was related to the performance of the broader power system, but no data was collected on the performance of the project substations or the incremental energy increases that the new substations provided to the power system. A PPMS system should consider the data needs of ADB’s internal and independent performance evaluations."
0,they are up-skilled via the distance learning courses provided by the project and deployed by the CECs.
1,"Operation and maintenance. A sustainable level of funding for periodic maintenance of roads is critical to achieving the investment’s envisaged benefits. Although the annual budget allocation for periodic maintenance by the government is increasing, funding remains insufficient."
0,"A re-evaluation of the original 2008 economic analysis has been prepared for each of the two roads under Project 1 that were improved under the direction of the DOW and then transferred to the NRA for maintenance. Each road was constructed over a 2 to 3-year period. All costs and benefits are in current 2018 prices, projected over 20 years and are expressed in PNG Kina."
0,"It is expected that the combination of delayed construction, increased construction costs, and insufficient maintenance will reduce the previously estimated financial and economic rates of return during the appraisal of the project (Appendix 10)."
0,"Land acquisition and resettlement: Project 1 had nine land acquisition and resettlement plans (LARP) and identified 430 displaced persons affected by temporary and permanent land acquisition. Better construction rescheduling minimized temporary land acquisitions and spared 155 people from resettlement impacts, reducing the total number of displaced persons to 275. PID amended all resettlement plans through six addendums, compensated affected people validated through external monitoring reports and disclosed addendums to resettlement plans. Resettlement plans were swiftly implemented, except for the plan for the Balloki Barrage where the delay was concurrent with the slow progress of civil works, and a minor portion of works remained on hold until full implementation of and compliance with the LARP. At appraisal of project 2, the land acquisition and resettlement framework (LARF) was updated and a LARP was prepared following the country’s Land Acquisition Act 1894 and SPS and disclosed. The updated plan required the acquisition of about 2.5 ha of private land and relocation of 15 existing PID staff houses. The landowner and laborer families were fully compensated in line with compensation entitlements validated by the external monitor. The project 3 LARP required compensating a total of 80 affected persons. Better construction rescheduling and design changes avoided impact on 38 people and remaining 42 had been fully compensated."
0,"The LGED/LGD should monitor whether the drains that were constructed, rehabilitated,  and repaired are cleaned regularly by the respective pourashavas and should motivate citizens  to avoid indiscriminate dumping of waste into the drain instead of the dustbins."
0,"At appraisal, project 3 was expected to benefit 12 ULBs with (i) increased average duration of drinking water meeting national water quality standards in two ULBs; (ii) nonrevenue water reduced to 20% in two ULBs; (iii) increased population with access to piped sewerage provided in five ULBs; and (iv) 50% of households covered with house-to-house municipal waste collection in all ULBs, with 25% coverage of slum and low-income or women-headed households.4 1 Of the 15 ULBs selected, two pairs of ULBs are twin towns and are counted as one each: (i) Jhalawar–Jhalarapatan, and (ii) Baran–Chabra. No interventions were taken up in Chabra. 2 ADB. 2007. Report and Recommendation of the President to the Board of Directors: Proposed Multitranche Financing Facility to India for the Rajasthan Urban Sector Development Investment Program. Manila. 4 The design and monitoring framework (DMF) in the periodic financing report request for tranche 3, submitted by the Government of India on 10 November 2010, is being used to assess project 3 performance."
